trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_545,intermediate_case2,intermediate_case2/3_12_545.txt,3,D,"[[10, 7], [6, 6], [1, 11]]","[153, 125, 240]","[[11, 6], [3, 3], [6, 6]]","[130, 50, 125]","[[8, 8], [3, 2], [6, 5]]","[175, 26, 101]","[[7, 9], [2, 1], [5, 5]]","[198, 1, 100]"
3_12_546,intermediate_case2,intermediate_case2/3_12_546.txt,3,D,"[[4, 5], [1, 10], [6, 6]]","[99, 216, 125]","[[5, 8], [3, 10], [4, 9]]","[172, 218, 195]","[[7, 11], [5, 10], [6, 11]]","[246, 220, 245]","[[6, 12], [4, 10], [5, 11]]","[269, 219, 244]"
3_12_548,intermediate_case2,intermediate_case2/3_12_548.txt,3,D,"[[9, 2], [6, 6], [2, 12]]","[32, 125, 265]","[[12, 6], [9, 3], [7, 7]]","[131, 56, 150]","[[12, 8], [8, 2], [11, 5]]","[179, 31, 106]","[[11, 8], [8, 1], [10, 5]]","[178, 7, 105]"
3_12_549,intermediate_case2,intermediate_case2/3_12_549.txt,3,A,"[[11, 9], [5, 4], [8, 7]]","[202, 76, 151]","[[7, 6], [5, 2], [6, 6]]","[126, 28, 125]","[[10, 5], [5, 2], [8, 4]]","[105, 28, 79]","[[11, 8], [5, 3], [8, 6]]","[178, 52, 127]"
3_12_55,intermediate_case2,intermediate_case2/3_12_55.txt,3,C,"[[6, 6], [9, 6], [8, 6]]","[125, 128, 127]","[[6, 10], [5, 8], [6, 9]]","[221, 172, 197]","[[8, 10], [4, 6], [6, 8]]","[223, 123, 173]","[[7, 10], [5, 7], [6, 9]]","[222, 148, 197]"
3_12_550,intermediate_case2,intermediate_case2/3_12_550.txt,3,B,"[[6, 6], [10, 8], [6, 9]]","[125, 177, 197]","[[9, 6], [11, 4], [10, 5]]","[128, 82, 105]","[[7, 7], [11, 7], [9, 7]]","[150, 154, 152]","[[8, 6], [12, 4], [11, 5]]","[127, 83, 106]"
3_12_552,intermediate_case2,intermediate_case2/3_12_552.txt,3,B,"[[5, 11], [1, 7], [6, 6]]","[244, 144, 125]","[[8, 4], [2, 9], [5, 7]]","[79, 193, 148]","[[7, 8], [1, 7], [4, 8]]","[174, 144, 171]","[[8, 5], [2, 8], [5, 7]]","[103, 169, 148]"
3_12_553,intermediate_case2,intermediate_case2/3_12_553.txt,3,A,"[[4, 7], [8, 8], [6, 8]]","[147, 175, 173]","[[6, 6], [8, 11], [12, 8]]","[125, 247, 179]","[[4, 6], [7, 9], [7, 8]]","[123, 198, 174]","[[4, 8], [7, 8], [6, 8]]","[171, 174, 173]"
3_12_554,intermediate_case2,intermediate_case2/3_12_554.txt,3,B,"[[9, 3], [6, 6], [3, 6]]","[56, 125, 122]","[[9, 3], [6, 5], [8, 4]]","[56, 101, 79]","[[5, 5], [7, 5], [6, 5]]","[100, 102, 101]","[[9, 4], [7, 5], [8, 5]]","[80, 102, 103]"
3_12_555,intermediate_case2,intermediate_case2/3_12_555.txt,3,A,"[[2, 7], [7, 11], [5, 9]]","[145, 246, 196]","[[4, 5], [10, 8], [6, 6]]","[99, 177, 125]","[[2, 5], [9, 10], [6, 8]]","[97, 224, 173]","[[3, 8], [8, 10], [6, 9]]","[170, 223, 197]"
3_12_556,intermediate_case2,intermediate_case2/3_12_556.txt,3,C,"[[6, 6], [8, 3], [2, 10]]","[125, 55, 217]","[[3, 4], [6, 2], [5, 5]]","[74, 29, 100]","[[2, 2], [2, 5], [2, 4]]","[25, 97, 73]","[[3, 2], [2, 4], [3, 3]]","[26, 73, 50]"
3_12_557,intermediate_case2,intermediate_case2/3_12_557.txt,3,A,"[[3, 7], [8, 5], [6, 6]]","[146, 103, 125]","[[3, 4], [6, 6], [2, 3]]","[74, 125, 49]","[[5, 4], [6, 5], [6, 5]]","[76, 101, 101]","[[4, 6], [7, 5], [6, 6]]","[123, 102, 125]"
3_12_558,intermediate_case2,intermediate_case2/3_12_558.txt,3,A,"[[11, 10], [4, 8], [8, 9]]","[226, 171, 199]","[[12, 6], [1, 5], [6, 6]]","[131, 96, 125]","[[12, 8], [4, 10], [8, 9]]","[179, 219, 199]","[[11, 9], [3, 9], [7, 9]]","[202, 194, 198]"
3_12_559,intermediate_case2,intermediate_case2/3_12_559.txt,3,B,"[[6, 6], [3, 5], [6, 8]]","[125, 98, 173]","[[10, 4], [6, 3], [8, 4]]","[81, 53, 79]","[[9, 5], [6, 5], [8, 5]]","[104, 101, 103]","[[10, 3], [5, 4], [8, 4]]","[57, 76, 79]"
3_12_56,intermediate_case2,intermediate_case2/3_12_56.txt,3,C,"[[2, 8], [6, 6], [11, 11]]","[169, 125, 250]","[[5, 9], [6, 6], [6, 8]]","[196, 125, 173]","[[7, 9], [7, 8], [7, 9]]","[198, 174, 198]","[[6, 9], [8, 7], [7, 8]]","[197, 151, 174]"
3_12_561,intermediate_case2,intermediate_case2/3_12_561.txt,3,D,"[[3, 6], [4, 4], [6, 6]]","[122, 75, 125]","[[5, 3], [5, 2], [5, 3]]","[52, 28, 52]","[[2, 2], [9, 3], [6, 3]]","[25, 56, 53]","[[3, 3], [10, 4], [7, 4]]","[50, 81, 78]"
3_12_562,intermediate_case2,intermediate_case2/3_12_562.txt,3,D,"[[6, 6], [9, 8], [10, 9]]","[125, 176, 201]","[[8, 5], [12, 8], [10, 7]]","[103, 179, 153]","[[9, 3], [10, 7], [10, 5]]","[56, 153, 105]","[[10, 3], [11, 6], [11, 5]]","[57, 130, 106]"
3_12_563,intermediate_case2,intermediate_case2/3_12_563.txt,3,A,"[[12, 8], [9, 9], [11, 9]]","[179, 200, 202]","[[10, 10], [6, 6], [2, 10]]","[225, 125, 217]","[[12, 8], [7, 6], [7, 7]]","[179, 126, 150]","[[12, 9], [9, 8], [11, 9]]","[203, 176, 202]"
3_12_564,intermediate_case2,intermediate_case2/3_12_564.txt,3,C,"[[4, 8], [11, 2], [6, 6]]","[171, 34, 125]","[[7, 7], [11, 1], [9, 4]]","[150, 10, 80]","[[9, 10], [10, 1], [10, 6]]","[224, 9, 129]","[[8, 10], [11, 2], [10, 6]]","[223, 34, 129]"
3_12_565,intermediate_case2,intermediate_case2/3_12_565.txt,3,A,"[[10, 3], [6, 6], [8, 5]]","[57, 125, 103]","[[6, 6], [6, 9], [9, 10]]","[125, 197, 224]","[[7, 6], [6, 7], [7, 7]]","[126, 149, 150]","[[9, 2], [7, 6], [8, 4]]","[32, 126, 79]"
3_12_566,intermediate_case2,intermediate_case2/3_12_566.txt,3,B,"[[5, 1], [6, 6], [4, 8]]","[4, 125, 171]","[[2, 3], [5, 9], [4, 6]]","[49, 196, 123]","[[3, 1], [8, 7], [6, 4]]","[2, 151, 77]","[[3, 2], [6, 10], [5, 6]]","[26, 221, 124]"
3_12_567,intermediate_case2,intermediate_case2/3_12_567.txt,3,B,"[[11, 7], [8, 10], [6, 6]]","[154, 223, 125]","[[7, 8], [10, 8], [9, 8]]","[174, 177, 176]","[[10, 6], [8, 9], [9, 8]]","[129, 199, 176]","[[7, 7], [10, 7], [9, 7]]","[150, 153, 152]"
3_12_568,intermediate_case2,intermediate_case2/3_12_568.txt,3,D,"[[6, 6], [3, 9], [6, 4]]","[125, 194, 77]","[[8, 2], [5, 11], [7, 7]]","[31, 244, 150]","[[9, 1], [3, 10], [6, 6]]","[8, 218, 125]","[[8, 1], [2, 11], [5, 6]]","[7, 241, 124]"
3_12_569,intermediate_case2,intermediate_case2/3_12_569.txt,3,C,"[[12, 6], [6, 6], [11, 4]]","[131, 125, 82]","[[12, 6], [6, 5], [9, 6]]","[131, 101, 128]","[[11, 8], [7, 2], [9, 5]]","[178, 30, 104]","[[12, 8], [6, 1], [10, 5]]","[179, 5, 105]"
3_12_57,intermediate_case2,intermediate_case2/3_12_57.txt,3,C,"[[8, 10], [9, 5], [6, 6]]","[223, 104, 125]","[[6, 10], [8, 3], [7, 7]]","[221, 55, 150]","[[5, 10], [6, 4], [6, 7]]","[220, 77, 149]","[[5, 11], [6, 3], [6, 7]]","[244, 53, 149]"
3_12_570,intermediate_case2,intermediate_case2/3_12_570.txt,3,B,"[[5, 2], [10, 7], [6, 6]]","[28, 153, 125]","[[3, 2], [10, 9], [7, 6]]","[26, 201, 126]","[[6, 1], [11, 8], [9, 4]]","[5, 178, 80]","[[4, 2], [9, 9], [7, 6]]","[27, 200, 126]"
3_12_571,intermediate_case2,intermediate_case2/3_12_571.txt,3,C,"[[6, 6], [6, 3], [3, 6]]","[125, 53, 122]","[[7, 5], [8, 2], [8, 4]]","[102, 31, 79]","[[8, 6], [10, 1], [9, 4]]","[127, 9, 80]","[[9, 5], [10, 2], [10, 3]]","[104, 33, 57]"
3_12_572,intermediate_case2,intermediate_case2/3_12_572.txt,3,A,"[[4, 3], [3, 11], [4, 7]]","[51, 242, 147]","[[5, 6], [6, 6], [7, 7]]","[124, 125, 150]","[[5, 5], [4, 11], [5, 8]]","[100, 243, 172]","[[3, 4], [4, 11], [4, 8]]","[74, 243, 171]"
3_12_574,intermediate_case2,intermediate_case2/3_12_574.txt,3,B,"[[6, 6], [12, 1], [4, 12]]","[125, 11, 267]","[[5, 4], [11, 1], [8, 3]]","[76, 10, 55]","[[2, 4], [11, 1], [7, 7]]","[73, 10, 150]","[[5, 5], [12, 2], [9, 4]]","[100, 35, 80]"
3_12_575,intermediate_case2,intermediate_case2/3_12_575.txt,3,C,"[[6, 10], [6, 6], [3, 8]]","[221, 125, 170]","[[8, 8], [7, 8], [8, 8]]","[175, 174, 175]","[[9, 5], [6, 6], [8, 6]]","[104, 125, 127]","[[9, 6], [6, 7], [8, 7]]","[128, 149, 151]"
3_12_579,intermediate_case2,intermediate_case2/3_12_579.txt,3,D,"[[11, 4], [6, 12], [6, 6]]","[82, 269, 125]","[[11, 8], [7, 11], [9, 10]]","[178, 246, 224]","[[12, 10], [7, 12], [10, 11]]","[227, 270, 249]","[[11, 9], [6, 12], [9, 11]]","[202, 269, 248]"
3_12_58,intermediate_case2,intermediate_case2/3_12_58.txt,3,C,"[[6, 6], [11, 7], [8, 6]]","[125, 154, 127]","[[2, 7], [10, 5], [6, 6]]","[145, 105, 125]","[[1, 11], [12, 4], [6, 8]]","[240, 83, 173]","[[1, 11], [11, 5], [6, 8]]","[240, 106, 173]"
3_12_581,intermediate_case2,intermediate_case2/3_12_581.txt,3,A,"[[7, 6], [4, 8], [6, 7]]","[126, 171, 149]","[[10, 5], [6, 6], [7, 12]]","[105, 125, 270]","[[9, 3], [3, 9], [6, 7]]","[56, 194, 149]","[[7, 5], [3, 8], [5, 7]]","[102, 170, 148]"
3_12_582,intermediate_case2,intermediate_case2/3_12_582.txt,3,B,"[[2, 4], [7, 7], [6, 6]]","[73, 150, 125]","[[2, 4], [10, 8], [6, 6]]","[73, 177, 125]","[[2, 2], [8, 7], [5, 5]]","[25, 151, 100]","[[1, 4], [11, 8], [6, 6]]","[72, 178, 125]"
3_12_583,intermediate_case2,intermediate_case2/3_12_583.txt,3,B,"[[6, 6], [3, 7], [5, 4]]","[125, 146, 76]","[[10, 9], [1, 10], [5, 10]]","[201, 216, 220]","[[7, 8], [3, 9], [5, 9]]","[174, 194, 196]","[[9, 8], [1, 11], [5, 10]]","[176, 240, 220]"
3_12_584,intermediate_case2,intermediate_case2/3_12_584.txt,3,C,"[[10, 11], [6, 6], [10, 2]]","[249, 125, 33]","[[9, 12], [5, 7], [7, 7]]","[272, 148, 150]","[[6, 9], [4, 8], [5, 9]]","[197, 171, 196]","[[7, 10], [3, 7], [5, 9]]","[222, 146, 196]"
3_12_586,intermediate_case2,intermediate_case2/3_12_586.txt,3,D,"[[6, 6], [2, 12], [9, 2]]","[125, 265, 32]","[[5, 4], [3, 10], [4, 7]]","[76, 218, 147]","[[3, 4], [2, 10], [3, 7]]","[74, 217, 146]","[[4, 5], [3, 10], [4, 8]]","[99, 218, 171]"
3_12_587,intermediate_case2,intermediate_case2/3_12_587.txt,3,D,"[[12, 2], [6, 6], [7, 8]]","[35, 125, 174]","[[10, 1], [7, 9], [9, 5]]","[9, 198, 104]","[[10, 4], [5, 8], [8, 6]]","[81, 172, 127]","[[11, 5], [6, 8], [9, 7]]","[106, 173, 152]"
3_12_589,intermediate_case2,intermediate_case2/3_12_589.txt,3,C,"[[6, 6], [7, 9], [4, 2]]","[125, 198, 27]","[[10, 7], [4, 11], [7, 7]]","[153, 243, 150]","[[5, 3], [3, 10], [4, 7]]","[52, 218, 147]","[[6, 4], [3, 9], [5, 7]]","[77, 194, 148]"
3_12_59,intermediate_case2,intermediate_case2/3_12_59.txt,3,A,"[[11, 3], [1, 7], [6, 5]]","[58, 144, 101]","[[12, 1], [6, 6], [1, 10]]","[11, 125, 216]","[[11, 1], [5, 5], [6, 5]]","[10, 100, 101]","[[12, 2], [2, 6], [7, 4]]","[35, 121, 78]"
3_12_590,intermediate_case2,intermediate_case2/3_12_590.txt,3,D,"[[10, 9], [6, 6], [9, 4]]","[201, 125, 80]","[[12, 12], [7, 6], [10, 9]]","[275, 126, 201]","[[12, 10], [5, 4], [9, 7]]","[227, 76, 152]","[[12, 11], [5, 3], [9, 7]]","[251, 52, 152]"
3_12_592,intermediate_case2,intermediate_case2/3_12_592.txt,3,B,"[[6, 6], [11, 5], [3, 9]]","[125, 106, 194]","[[6, 5], [11, 1], [9, 3]]","[101, 10, 56]","[[6, 6], [11, 2], [8, 4]]","[125, 34, 79]","[[7, 6], [11, 1], [9, 4]]","[126, 10, 80]"
3_12_593,intermediate_case2,intermediate_case2/3_12_593.txt,3,D,"[[10, 1], [6, 6], [3, 11]]","[9, 125, 242]","[[6, 3], [5, 4], [6, 6]]","[53, 76, 125]","[[6, 2], [8, 5], [7, 4]]","[29, 103, 78]","[[6, 3], [8, 4], [7, 4]]","[53, 79, 78]"
3_12_594,intermediate_case2,intermediate_case2/3_12_594.txt,3,A,"[[4, 2], [9, 12], [7, 8]]","[27, 272, 174]","[[1, 4], [8, 12], [6, 6]]","[72, 271, 125]","[[3, 4], [11, 12], [7, 8]]","[74, 274, 174]","[[4, 1], [9, 12], [7, 7]]","[3, 272, 150]"
3_12_595,intermediate_case2,intermediate_case2/3_12_595.txt,3,D,"[[6, 6], [6, 2], [1, 11]]","[125, 29, 240]","[[7, 5], [7, 6], [6, 6]]","[102, 126, 125]","[[8, 5], [9, 6], [9, 6]]","[103, 128, 128]","[[9, 4], [8, 5], [9, 5]]","[80, 103, 104]"
3_12_596,intermediate_case2,intermediate_case2/3_12_596.txt,3,B,"[[9, 10], [6, 6], [12, 8]]","[224, 125, 179]","[[9, 12], [3, 7], [6, 10]]","[272, 146, 221]","[[9, 9], [2, 6], [7, 8]]","[200, 121, 174]","[[8, 12], [2, 8], [5, 10]]","[271, 169, 220]"
3_12_597,intermediate_case2,intermediate_case2/3_12_597.txt,3,A,"[[12, 5], [8, 7], [10, 6]]","[107, 151, 129]","[[10, 6], [7, 8], [6, 6]]","[129, 174, 125]","[[12, 6], [8, 7], [10, 7]]","[131, 151, 153]","[[11, 4], [7, 7], [10, 6]]","[82, 150, 129]"
3_12_598,intermediate_case2,intermediate_case2/3_12_598.txt,3,D,"[[6, 6], [12, 7], [8, 2]]","[125, 155, 31]","[[5, 7], [11, 5], [8, 6]]","[148, 106, 127]","[[6, 9], [9, 6], [8, 8]]","[197, 128, 175]","[[7, 8], [10, 7], [9, 8]]","[174, 153, 176]"
3_12_60,intermediate_case2,intermediate_case2/3_12_60.txt,3,B,"[[11, 4], [10, 7], [6, 6]]","[82, 153, 125]","[[10, 7], [11, 7], [11, 7]]","[153, 154, 154]","[[8, 4], [11, 6], [10, 5]]","[79, 130, 105]","[[10, 6], [12, 8], [11, 7]]","[129, 179, 154]"
3_12_600,intermediate_case2,intermediate_case2/3_12_600.txt,3,D,"[[4, 5], [5, 12], [6, 6]]","[99, 268, 125]","[[6, 7], [5, 12], [6, 10]]","[149, 268, 221]","[[6, 5], [4, 10], [5, 8]]","[101, 219, 172]","[[7, 4], [4, 11], [6, 8]]","[78, 243, 173]"
3_12_601,intermediate_case2,intermediate_case2/3_12_601.txt,3,D,"[[6, 6], [10, 7], [3, 10]]","[125, 153, 218]","[[8, 7], [9, 6], [8, 7]]","[151, 128, 151]","[[11, 5], [7, 5], [9, 5]]","[106, 102, 104]","[[11, 4], [8, 4], [10, 4]]","[82, 79, 81]"
3_12_602,intermediate_case2,intermediate_case2/3_12_602.txt,3,C,"[[1, 1], [6, 6], [7, 1]]","[0, 125, 6]","[[4, 2], [7, 4], [6, 3]]","[27, 78, 53]","[[7, 2], [5, 6], [6, 4]]","[30, 124, 77]","[[6, 3], [6, 6], [6, 5]]","[53, 125, 101]"
3_12_604,intermediate_case2,intermediate_case2/3_12_604.txt,3,C,"[[6, 6], [11, 8], [10, 2]]","[125, 178, 33]","[[8, 9], [12, 7], [10, 7]]","[199, 155, 153]","[[7, 7], [12, 9], [10, 8]]","[150, 203, 177]","[[8, 7], [12, 9], [11, 8]]","[151, 203, 178]"
3_12_606,intermediate_case2,intermediate_case2/3_12_606.txt,3,C,"[[8, 3], [9, 1], [6, 6]]","[55, 8, 125]","[[9, 4], [9, 2], [9, 3]]","[80, 32, 56]","[[7, 5], [8, 2], [8, 4]]","[102, 31, 79]","[[8, 5], [9, 3], [9, 4]]","[103, 56, 80]"
3_12_609,intermediate_case2,intermediate_case2/3_12_609.txt,3,C,"[[12, 7], [3, 6], [6, 6]]","[155, 122, 125]","[[12, 6], [4, 4], [8, 5]]","[131, 75, 103]","[[11, 9], [9, 6], [10, 8]]","[202, 128, 177]","[[10, 8], [8, 5], [9, 7]]","[177, 103, 152]"
3_12_610,intermediate_case2,intermediate_case2/3_12_610.txt,3,C,"[[6, 6], [9, 7], [11, 11]]","[125, 152, 250]","[[3, 4], [9, 9], [6, 7]]","[74, 200, 149]","[[6, 6], [7, 10], [7, 8]]","[125, 222, 174]","[[7, 6], [8, 11], [8, 9]]","[126, 247, 199]"
3_12_611,intermediate_case2,intermediate_case2/3_12_611.txt,3,D,"[[9, 12], [6, 6], [6, 10]]","[272, 125, 221]","[[10, 7], [6, 5], [8, 6]]","[153, 101, 127]","[[9, 5], [6, 9], [8, 7]]","[104, 197, 151]","[[10, 5], [7, 9], [9, 7]]","[105, 198, 152]"
3_12_614,intermediate_case2,intermediate_case2/3_12_614.txt,3,D,"[[2, 1], [6, 6], [6, 5]]","[1, 125, 101]","[[1, 1], [4, 7], [3, 4]]","[0, 147, 74]","[[1, 3], [3, 7], [2, 5]]","[48, 146, 97]","[[1, 3], [4, 7], [2, 5]]","[48, 147, 97]"
3_12_616,intermediate_case2,intermediate_case2/3_12_616.txt,3,A,"[[8, 5], [2, 9], [5, 7]]","[103, 193, 148]","[[6, 6], [2, 5], [6, 3]]","[125, 97, 53]","[[8, 5], [2, 7], [5, 6]]","[103, 145, 124]","[[7, 5], [1, 8], [4, 7]]","[102, 168, 147]"
3_12_617,intermediate_case2,intermediate_case2/3_12_617.txt,3,A,"[[8, 1], [7, 6], [8, 4]]","[7, 126, 79]","[[7, 4], [6, 6], [12, 2]]","[78, 125, 35]","[[7, 2], [9, 5], [8, 4]]","[30, 104, 79]","[[7, 1], [8, 7], [8, 4]]","[6, 151, 79]"
3_12_619,intermediate_case2,intermediate_case2/3_12_619.txt,3,A,"[[3, 6], [6, 2], [5, 4]]","[122, 29, 76]","[[6, 6], [5, 5], [2, 2]]","[125, 100, 25]","[[7, 5], [6, 5], [7, 5]]","[102, 101, 102]","[[4, 6], [6, 3], [5, 5]]","[123, 53, 100]"
3_12_62,intermediate_case2,intermediate_case2/3_12_62.txt,3,D,"[[3, 3], [6, 6], [3, 11]]","[50, 125, 242]","[[1, 5], [6, 8], [3, 7]]","[96, 173, 146]","[[5, 7], [9, 7], [7, 7]]","[148, 152, 150]","[[4, 6], [10, 7], [7, 7]]","[123, 153, 150]"
3_12_620,intermediate_case2,intermediate_case2/3_12_620.txt,3,A,"[[11, 11], [5, 1], [8, 6]]","[250, 4, 127]","[[9, 9], [6, 6], [2, 6]]","[200, 125, 121]","[[9, 12], [5, 2], [7, 7]]","[272, 28, 150]","[[11, 12], [5, 1], [8, 7]]","[274, 4, 151]"
3_12_621,intermediate_case2,intermediate_case2/3_12_621.txt,3,B,"[[1, 8], [9, 1], [6, 6]]","[168, 8, 125]","[[2, 10], [10, 2], [6, 6]]","[217, 33, 125]","[[1, 7], [9, 3], [5, 5]]","[144, 56, 100]","[[1, 11], [9, 2], [5, 7]]","[240, 32, 148]"
3_12_622,intermediate_case2,intermediate_case2/3_12_622.txt,3,B,"[[6, 6], [6, 9], [11, 10]]","[125, 197, 226]","[[7, 7], [6, 8], [7, 8]]","[150, 173, 174]","[[3, 6], [6, 9], [6, 8]]","[122, 197, 173]","[[7, 8], [6, 9], [7, 9]]","[174, 197, 198]"
3_12_623,intermediate_case2,intermediate_case2/3_12_623.txt,3,C,"[[1, 2], [6, 6], [7, 9]]","[24, 125, 198]","[[3, 5], [6, 8], [5, 7]]","[98, 173, 148]","[[2, 4], [7, 8], [5, 6]]","[73, 174, 124]","[[2, 5], [6, 8], [4, 7]]","[97, 173, 147]"
3_12_624,intermediate_case2,intermediate_case2/3_12_624.txt,3,D,"[[1, 3], [12, 1], [6, 6]]","[48, 11, 125]","[[5, 3], [10, 2], [8, 3]]","[52, 33, 55]","[[5, 3], [8, 2], [7, 3]]","[52, 31, 54]","[[4, 2], [8, 3], [6, 3]]","[27, 55, 53]"
3_12_626,intermediate_case2,intermediate_case2/3_12_626.txt,3,D,"[[6, 5], [6, 6], [12, 11]]","[101, 125, 251]","[[7, 3], [6, 7], [7, 6]]","[54, 149, 126]","[[7, 1], [7, 8], [7, 5]]","[6, 174, 102]","[[8, 2], [8, 9], [8, 6]]","[31, 199, 127]"
3_12_627,intermediate_case2,intermediate_case2/3_12_627.txt,3,B,"[[10, 6], [3, 9], [6, 6]]","[129, 194, 125]","[[11, 2], [1, 7], [6, 5]]","[34, 144, 101]","[[12, 5], [3, 8], [8, 7]]","[107, 170, 151]","[[11, 3], [1, 7], [6, 5]]","[58, 144, 101]"
3_12_628,intermediate_case2,intermediate_case2/3_12_628.txt,3,D,"[[6, 6], [5, 3], [4, 10]]","[125, 52, 219]","[[6, 6], [8, 5], [7, 6]]","[125, 103, 126]","[[3, 6], [4, 9], [4, 8]]","[122, 195, 171]","[[2, 6], [3, 9], [3, 8]]","[121, 194, 170]"
3_12_63,intermediate_case2,intermediate_case2/3_12_63.txt,3,A,"[[10, 8], [12, 3], [11, 6]]","[177, 59, 130]","[[7, 5], [10, 2], [6, 6]]","[102, 33, 125]","[[7, 7], [11, 1], [9, 4]]","[150, 10, 80]","[[9, 7], [11, 4], [10, 6]]","[152, 82, 129]"
3_12_630,intermediate_case2,intermediate_case2/3_12_630.txt,3,A,"[[6, 1], [1, 2], [3, 1]]","[5, 24, 2]","[[10, 1], [2, 4], [6, 6]]","[9, 73, 125]","[[9, 3], [1, 2], [5, 3]]","[56, 24, 52]","[[7, 1], [1, 1], [4, 1]]","[6, 0, 3]"
3_12_631,intermediate_case2,intermediate_case2/3_12_631.txt,3,C,"[[6, 6], [8, 12], [7, 8]]","[125, 271, 174]","[[5, 6], [7, 12], [6, 9]]","[124, 270, 197]","[[3, 7], [10, 10], [7, 9]]","[146, 225, 198]","[[2, 6], [11, 11], [7, 9]]","[121, 250, 198]"
3_12_632,intermediate_case2,intermediate_case2/3_12_632.txt,3,A,"[[3, 8], [10, 6], [7, 7]]","[170, 129, 150]","[[5, 8], [6, 6], [10, 8]]","[172, 125, 177]","[[4, 7], [8, 6], [6, 7]]","[147, 127, 149]","[[2, 8], [9, 5], [6, 7]]","[169, 104, 149]"
3_12_634,intermediate_case2,intermediate_case2/3_12_634.txt,3,D,"[[6, 6], [8, 11], [1, 12]]","[125, 247, 264]","[[5, 5], [8, 9], [6, 7]]","[100, 199, 149]","[[8, 3], [8, 11], [8, 7]]","[55, 247, 151]","[[7, 4], [7, 12], [7, 8]]","[78, 270, 174]"
3_12_635,intermediate_case2,intermediate_case2/3_12_635.txt,3,B,"[[9, 12], [6, 6], [5, 8]]","[272, 125, 172]","[[9, 12], [10, 4], [10, 9]]","[272, 81, 201]","[[8, 10], [7, 5], [8, 8]]","[223, 102, 175]","[[10, 12], [11, 3], [11, 8]]","[273, 58, 178]"
3_12_636,intermediate_case2,intermediate_case2/3_12_636.txt,3,C,"[[6, 12], [2, 2], [6, 6]]","[269, 25, 125]","[[4, 12], [2, 2], [3, 7]]","[267, 25, 146]","[[6, 11], [1, 1], [4, 6]]","[245, 0, 123]","[[5, 11], [2, 2], [4, 7]]","[244, 25, 147]"
3_12_638,intermediate_case2,intermediate_case2/3_12_638.txt,3,D,"[[9, 1], [6, 6], [3, 6]]","[8, 125, 122]","[[10, 2], [7, 5], [8, 4]]","[33, 102, 79]","[[9, 5], [9, 3], [9, 4]]","[104, 56, 80]","[[8, 5], [10, 3], [9, 4]]","[103, 57, 80]"
3_12_639,intermediate_case2,intermediate_case2/3_12_639.txt,3,A,"[[3, 10], [7, 9], [5, 10]]","[218, 198, 220]","[[1, 7], [7, 12], [6, 6]]","[144, 270, 125]","[[1, 7], [6, 10], [3, 9]]","[144, 221, 194]","[[2, 9], [6, 10], [4, 10]]","[193, 221, 219]"
3_12_64,intermediate_case2,intermediate_case2/3_12_64.txt,3,A,"[[1, 2], [4, 8], [2, 5]]","[24, 171, 97]","[[6, 6], [9, 5], [8, 3]]","[125, 104, 55]","[[2, 3], [7, 8], [5, 6]]","[49, 174, 124]","[[1, 1], [4, 9], [3, 5]]","[0, 195, 98]"
3_12_640,intermediate_case2,intermediate_case2/3_12_640.txt,3,C,"[[6, 6], [4, 9], [1, 4]]","[125, 195, 72]","[[3, 9], [3, 5], [3, 7]]","[194, 98, 146]","[[2, 11], [6, 8], [4, 10]]","[241, 173, 219]","[[3, 10], [5, 7], [4, 9]]","[218, 148, 195]"
3_12_644,intermediate_case2,intermediate_case2/3_12_644.txt,3,B,"[[11, 2], [6, 6], [5, 6]]","[34, 125, 124]","[[11, 5], [4, 5], [8, 5]]","[106, 99, 103]","[[11, 4], [6, 5], [9, 5]]","[82, 101, 104]","[[11, 4], [5, 5], [8, 5]]","[82, 100, 103]"
3_12_645,intermediate_case2,intermediate_case2/3_12_645.txt,3,A,"[[3, 9], [10, 3], [7, 6]]","[194, 57, 126]","[[2, 12], [11, 4], [6, 6]]","[265, 82, 125]","[[5, 12], [11, 3], [8, 8]]","[268, 58, 175]","[[2, 9], [10, 2], [6, 6]]","[193, 33, 125]"
3_12_646,intermediate_case2,intermediate_case2/3_12_646.txt,3,D,"[[6, 6], [12, 12], [4, 11]]","[125, 275, 243]","[[5, 5], [10, 12], [8, 9]]","[100, 273, 199]","[[6, 6], [12, 11], [9, 9]]","[125, 251, 200]","[[7, 7], [11, 12], [9, 10]]","[150, 274, 224]"
3_12_647,intermediate_case2,intermediate_case2/3_12_647.txt,3,A,"[[6, 7], [3, 8], [5, 8]]","[149, 170, 172]","[[5, 10], [6, 6], [1, 9]]","[220, 125, 192]","[[9, 8], [2, 9], [6, 9]]","[176, 193, 197]","[[7, 6], [2, 7], [5, 7]]","[126, 145, 148]"
3_12_648,intermediate_case2,intermediate_case2/3_12_648.txt,3,C,"[[3, 11], [3, 1], [6, 6]]","[242, 2, 125]","[[2, 8], [1, 1], [2, 5]]","[169, 0, 97]","[[4, 6], [3, 3], [4, 5]]","[123, 50, 99]","[[4, 7], [4, 2], [4, 5]]","[147, 27, 99]"
